rank	gene	longname	N	nnei	nncd	nsil	nmis	nstp	nspl	nind	n	npat	nsite	pCV	pCL	pFN	p	q
3069	NAA16	N(alpha)-acetyltransferase 16, NatA auxiliary subunit	2704	14	0	0	1	0	0	0	1	1	1	3.951432e-01	NaN	NaN	3.951432e-01	1
3070	ANO1	anoctamin 1, calcium activated chloride channel	3061	0	0	0	1	0	0	0	1	1	1	3.952413e-01	NaN	NaN	3.952413e-01	1
3071	HLA-DQA2	major histocompatibility complex, class II, DQ alpha 2	786	954	0	0	1	0	0	0	1	1	1	3.952681e-01	NaN	NaN	3.952681e-01	1
3072	DVL3	dishevelled, dsh homolog 3 (Drosophila)	2207	22	0	0	2	0	0	0	2	2	2	1.300288e-01	1	9.240000e-01	3.952875e-01	1
3073	HSPH1	heat shock 105kDa/110kDa protein 1	2645	103	0	0	1	0	0	0	1	1	1	3.953125e-01	NaN	NaN	3.953125e-01	1
3074	MICALL2	MICAL-like 2	2779	97	1	0	1	0	0	0	1	1	1	3.955214e-01	NaN	NaN	3.955214e-01	1
3075	ERCC6	excision repair cross-complementing rodent repair deficiency, complementation group 6	6345	39	0	1	2	0	0	0	2	2	2	1.303179e-01	1	3.240000e-01	3.958768e-01	1
3076	JAK2	Janus kinase 2 (a protein tyrosine kinase)	3491	38	0	0	1	0	0	0	1	1	1	3.963907e-01	NaN	NaN	3.963907e-01	1
3077	NUP210	nucleoporin 210kDa	5822	0	0	0	1	0	0	0	1	1	1	3.964309e-01	NaN	NaN	3.964309e-01	1
3078	CACNA1E	calcium channel, voltage-dependent, R type, alpha 1E subunit	6997	20	0	1	1	0	1	0	2	2	2	3.965462e-01	NaN	NaN	3.965462e-01	1
3079	HCN1	hyperpolarization activated cyclic nucleotide-gated potassium channel 1	2703	43	0	0	1	0	0	0	1	1	1	3.966108e-01	NaN	NaN	3.966108e-01	1
3080	ARSF	arylsulfatase F	1813	87	0	0	1	0	0	0	1	1	1	3.970949e-01	NaN	NaN	3.970949e-01	1
3081	FMNL1	formin-like 1	3407	0	0	0	1	0	0	0	1	1	1	3.971408e-01	NaN	NaN	3.971408e-01	1
3082	MAG	myelin associated glycoprotein	1956	36	0	1	1	0	0	0	1	1	1	3.972634e-01	NaN	NaN	3.972634e-01	1
3083	ERAP2	endoplasmic reticulum aminopeptidase 2	2951	76	0	1	1	0	0	0	1	1	1	3.972722e-01	NaN	NaN	3.972722e-01	1
3084	TUBGCP3	tubulin, gamma complex associated protein 3	2808	36	0	1	1	0	0	0	1	1	1	3.972837e-01	NaN	NaN	3.972837e-01	1
3085	PCNP	PEST proteolytic signal containing nuclear protein	555	632	0	0	1	0	0	0	1	1	1	3.974960e-01	NaN	NaN	3.974960e-01	1
3086	WBSCR27	Williams Beuren syndrome chromosome region 27	758	1000	0	0	1	0	0	0	1	1	1	3.976686e-01	NaN	NaN	3.976686e-01	1
3087	FAM133A	family with sequence similarity 133, member A	1991	523	0	0	1	0	0	0	1	1	1	3.977093e-01	NaN	NaN	3.977093e-01	1
3088	LAD1	ladinin 1	1590	108	1	0	1	0	0	0	1	1	1	3.978259e-01	NaN	NaN	3.978259e-01	1
3089	A2ML1	alpha-2-macroglobulin-like 1	4506	19	0	0	1	0	0	0	1	1	1	3.979551e-01	NaN	NaN	3.979551e-01	1
3090	ZHX3	zinc fingers and homeoboxes 3	2875	178	0	0	1	0	0	0	1	1	1	3.979743e-01	NaN	NaN	3.979743e-01	1
3091	PIK3R1	phosphoinositide-3-kinase, regulatory subunit 1 (alpha)	2361	132	0	0	1	0	0	0	1	1	1	3.980125e-01	NaN	NaN	3.980125e-01	1
3092	HCN3	hyperpolarization activated cyclic nucleotide-gated potassium channel 3	2355	18	0	1	2	0	0	0	2	2	2	1.314856e-01	1	9.150000e-01	3.982513e-01	1
3093	USP15	ubiquitin specific peptidase 15	2941	34	0	0	1	0	0	0	1	1	1	3.982610e-01	NaN	NaN	3.982610e-01	1
3094	TXK	TXK tyrosine kinase	1642	15	0	0	1	0	0	0	1	1	1	3.984404e-01	NaN	NaN	3.984404e-01	1
3095	HNF4A	hepatocyte nuclear factor 4, alpha	1641	47	0	0	1	0	0	0	1	1	1	3.984892e-01	NaN	NaN	3.984892e-01	1
3096	STK11	serine/threonine kinase 11	1338	1000	0	0	1	0	0	0	1	1	1	3.985574e-01	NaN	NaN	3.985574e-01	1
3097	ATP8B3	ATPase, class I, type 8B, member 3	4059	65	1	1	1	0	0	0	1	1	1	3.988229e-01	NaN	NaN	3.988229e-01	1
3098	CDH10	cadherin 10, type 2 (T2-cadherin)	2407	112	0	0	1	0	0	0	1	1	1	3.991202e-01	NaN	NaN	3.991202e-01	1
3099	RGS9	regulator of G-protein signaling 9	2150	430	0	1	1	0	0	0	1	1	1	3.995214e-01	NaN	NaN	3.995214e-01	1
3100	PFAS	phosphoribosylformylglycinamidine synthase (FGAR amidotransferase)	4126	37	0	0	1	0	0	0	1	1	1	3.996115e-01	NaN	NaN	3.996115e-01	1
3101	RECQL5	RecQ protein-like 5	3221	61	0	0	2	0	0	0	2	2	2	1.322167e-01	1	9.700000e-01	3.997324e-01	1
3102	UPF1	UPF1 regulator of nonsense transcripts homolog (yeast)	3449	181	0	2	1	0	0	0	1	1	1	3.999993e-01	NaN	NaN	3.999993e-01	1
3103	LCMT2	leucine carboxyl methyltransferase 2	2061	143	0	0	1	1	0	0	2	1	2	1.323818e-01	1	9.390000e-01	4.000664e-01	1
3104	ATP6V0D2	ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d2	1083	557	0	0	1	0	0	0	1	1	1	4.000776e-01	NaN	NaN	4.000776e-01	1
3105	ATP1B3	ATPase, Na+/K+ transporting, beta 3 polypeptide	864	913	0	0	1	0	0	0	1	1	1	4.001032e-01	NaN	NaN	4.001032e-01	1
3106	PCDHGB1	protocadherin gamma subfamily B, 1	45770	3	0	0	2	0	0	0	2	2	2	1.324452e-01	1	9.490000e-01	4.001945e-01	1
3107	ANKRD12	ankyrin repeat domain 12	6307	4	0	0	1	0	0	0	1	1	1	4.002693e-01	NaN	NaN	4.002693e-01	1
3108	IK	IK cytokine, down-regulator of HLA II	1944	11	0	0	1	0	0	0	1	1	1	4.003507e-01	NaN	NaN	4.003507e-01	1
3109	VPS18	vacuolar protein sorting 18 homolog (S. cerevisiae)	2938	50	0	0	2	0	0	0	2	2	2	1.325345e-01	1	8.460000e-01	4.003751e-01	1
3110	TDRD5	tudor domain containing 5	3010	78	0	1	1	0	0	0	1	1	1	4.005063e-01	NaN	NaN	4.005063e-01	1
3111	SCARF2	scavenger receptor class F, member 2	2653	503	0	0	1	0	0	0	1	1	1	4.007518e-01	NaN	NaN	4.007518e-01	1
3112	SYNJ2	synaptojanin 2	4595	25	0	1	1	0	0	0	1	1	1	4.007698e-01	NaN	NaN	4.007698e-01	1
3113	UBE2B	ubiquitin-conjugating enzyme E2B (RAD6 homolog)	479	630	0	0	0	0	1	0	1	1	1	4.007765e-01	NaN	NaN	4.007765e-01	1
3114	C20orf112	chromosome 20 open reading frame 112	1339	120	0	0	1	0	0	0	1	1	1	4.009175e-01	NaN	NaN	4.009175e-01	1
3115	GRHL1	grainyhead-like 1 (Drosophila)	1917	1	0	0	1	1	0	0	2	1	2	1.328573e-01	1	7.480000e-01	4.010271e-01	1
3116	LRCH1	leucine-rich repeats and calponin homology (CH) domain containing 1	2481	3	0	0	1	0	0	0	1	1	1	4.010284e-01	NaN	NaN	4.010284e-01	1
3117	GPR101	G protein-coupled receptor 101	1526	26	0	0	1	0	0	0	1	1	1	4.014772e-01	NaN	NaN	4.014772e-01	1
3118	ATP2B2	ATPase, Ca++ transporting, plasma membrane 2	3816	2	0	0	1	0	0	0	1	1	1	4.015879e-01	NaN	NaN	4.015879e-01	1
3119	DVL2	dishevelled, dsh homolog 2 (Drosophila)	3375	2	0	0	1	0	0	0	1	1	1	4.016285e-01	NaN	NaN	4.016285e-01	1
3120	PAQR7	progestin and adipoQ receptor family member VII	1045	1000	0	0	1	0	0	0	1	1	1	4.016290e-01	NaN	NaN	4.016290e-01	1
3121	RPUSD1	RNA pseudouridylate synthase domain containing 1	1339	107	0	0	1	0	0	0	1	1	1	4.018658e-01	NaN	NaN	4.018658e-01	1
3122	PRICKLE2	prickle homolog 2 (Drosophila)	2563	71	0	0	1	0	0	0	1	1	1	4.019200e-01	NaN	NaN	4.019200e-01	1
3123	MANBA	mannosidase, beta A, lysosomal	2706	24	0	1	1	0	0	0	1	1	1	4.019413e-01	NaN	NaN	4.019413e-01	1
3124	ST6GAL2	ST6 beta-galactosamide alpha-2,6-sialyltranferase 2	1697	288	0	0	1	0	0	0	1	1	1	4.021333e-01	NaN	NaN	4.021333e-01	1
3125	EXOC6B	exocyst complex component 6B	2522	114	0	0	1	0	0	0	1	1	1	4.022920e-01	NaN	NaN	4.022920e-01	1
3126	ULK2	unc-51-like kinase 2 (C. elegans)	3219	10	0	0	2	0	0	0	2	2	2	1.334865e-01	1	9.310000e-01	4.022956e-01	1
3127	PABPC3	poly(A) binding protein, cytoplasmic 3	1898	100	0	0	2	0	0	0	2	2	2	1.336490e-01	1	9.670000e-01	4.026227e-01	1
3128	BACH2	BTB and CNC homology 1, basic leucine zipper transcription factor 2	2542	82	0	0	1	0	0	0	1	1	1	4.027430e-01	NaN	NaN	4.027430e-01	1
3129	PRPF8	PRP8 pre-mRNA processing factor 8 homolog (S. cerevisiae)	7176	20	0	0	1	0	0	0	1	1	1	4.029684e-01	NaN	NaN	4.029684e-01	1
3130	TRPM5	transient receptor potential cation channel, subfamily M, member 5	3592	73	0	0	1	0	0	0	1	1	1	4.031711e-01	NaN	NaN	4.031711e-01	1
3131	FARSB	phenylalanyl-tRNA synthetase, beta subunit	1836	26	0	0	1	0	0	0	1	1	1	4.033219e-01	NaN	NaN	4.033219e-01	1
3132	UCP3	uncoupling protein 3 (mitochondrial, proton carrier)	965	1000	0	0	1	0	0	0	1	1	1	4.034627e-01	NaN	NaN	4.034627e-01	1
3133	ZBTB10	zinc finger and BTB domain containing 10	2636	517	0	0	1	0	0	0	1	1	1	4.035313e-01	NaN	NaN	4.035313e-01	1
3134	EFCAB5	EF-hand calcium binding domain 5	4766	48	0	0	1	0	0	0	1	1	1	4.039598e-01	NaN	NaN	4.039598e-01	1
3135	ANO5	anoctamin 5	2826	70	1	0	2	0	0	0	2	2	2	1.344232e-01	1	5.030000e-01	4.041786e-01	1
3136	BRF2	BRF2, subunit of RNA polymerase III transcription initiation factor, BRF1-like	1272	1	0	0	1	0	0	0	1	1	1	4.042152e-01	NaN	NaN	4.042152e-01	1
3137	KLHL26	kelch-like 26 (Drosophila)	1858	382	0	0	1	0	0	0	1	1	1	4.045296e-01	NaN	NaN	4.045296e-01	1
3138	PPAPDC1A	phosphatidic acid phosphatase type 2 domain containing 1A	840	753	0	0	0	0	1	0	1	1	1	4.048376e-01	NaN	NaN	4.048376e-01	1
3139	NPTX2	neuronal pentraxin II	1312	763	0	0	1	0	0	0	1	1	1	4.049865e-01	NaN	NaN	4.049865e-01	1
3140	AP1G2	adaptor-related protein complex 1, gamma 2 subunit	2525	84	1	0	1	0	0	0	1	1	1	4.051024e-01	NaN	NaN	4.051024e-01	1
3141	TBC1D2B	TBC1 domain family, member 2B	2940	80	0	0	1	0	0	0	1	1	1	4.054728e-01	NaN	NaN	4.054728e-01	1
3142	BAZ1A	bromodomain adjacent to zinc finger domain, 1A	4775	37	0	0	1	0	0	0	1	1	1	4.060437e-01	NaN	NaN	4.060437e-01	1
3143	SEL1L3	sel-1 suppressor of lin-12-like 3 (C. elegans)	3491	80	0	0	1	0	0	0	1	1	1	4.062531e-01	NaN	NaN	4.062531e-01	1
3144	ZNF721	zinc finger protein 721	3100	114	0	1	1	0	0	0	1	1	1	4.062686e-01	NaN	NaN	4.062686e-01	1
3145	ABCC1	ATP-binding cassette, sub-family C (CFTR/MRP), member 1	4716	7	0	0	1	0	0	0	1	1	1	4.065937e-01	NaN	NaN	4.065937e-01	1
3146	CYP4A11	cytochrome P450, family 4, subfamily A, polypeptide 11	1606	86	0	0	1	0	0	0	1	1	1	4.066929e-01	NaN	NaN	4.066929e-01	1
3147	FAM9A	family with sequence similarity 9, member A	1035	1000	0	0	2	0	0	0	2	2	2	1.357889e-01	1	4.780000e-01	4.069124e-01	1
3148	AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	2871	32	0	0	2	0	0	0	2	2	2	1.358690e-01	1	5.730000e-01	4.070722e-01	1
3149	IWS1	IWS1 homolog (S. cerevisiae)	2512	25	0	0	1	0	0	0	1	1	1	4.071938e-01	NaN	NaN	4.071938e-01	1
3150	PROZ	protein Z, vitamin K-dependent plasma glycoprotein	1233	560	0	0	1	0	0	0	1	1	1	4.072090e-01	NaN	NaN	4.072090e-01	1
3151	CLCN7	chloride channel 7	2514	14	0	0	2	0	0	0	2	1	2	1.359735e-01	1	5.280000e-01	4.072808e-01	1
3152	MLLT4	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4	5726	2	0	0	1	0	0	0	1	1	1	4.075435e-01	NaN	NaN	4.075435e-01	1
3153	APBB1	amyloid beta (A4) precursor protein-binding, family B, member 1 (Fe65)	2185	296	1	0	1	0	0	0	1	1	1	4.078542e-01	NaN	NaN	4.078542e-01	1
3154	SUCLG1	succinate-CoA ligase, alpha subunit	1073	796	0	0	1	0	0	0	1	1	1	4.079002e-01	NaN	NaN	4.079002e-01	1
3155	RP1L1	retinitis pigmentosa 1-like 1	7215	6	0	0	1	0	0	0	1	1	1	4.079004e-01	NaN	NaN	4.079004e-01	1
3156	NRP2	neuropilin 2	3168	27	0	0	1	0	0	0	1	1	1	4.081156e-01	NaN	NaN	4.081156e-01	1
3157	ATP2A2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	3221	158	1	0	1	0	0	0	1	1	1	4.087683e-01	NaN	NaN	4.087683e-01	1
3158	TACR3	tachykinin receptor 3	1414	78	0	0	1	0	0	0	1	1	1	4.090517e-01	NaN	NaN	4.090517e-01	1
3159	FAM184A	family with sequence similarity 184, member A	3491	2	0	0	1	0	0	0	1	1	1	4.092890e-01	NaN	NaN	4.092890e-01	1
3160	RARG	retinoic acid receptor, gamma	1546	482	0	0	1	0	0	0	1	1	1	4.094520e-01	NaN	NaN	4.094520e-01	1
3161	FRAS1	Fraser syndrome 1	12406	2	0	0	1	0	0	0	1	1	1	4.095085e-01	NaN	NaN	4.095085e-01	1
3162	IRF7	interferon regulatory factor 7	1878	19	0	0	1	0	0	0	1	1	1	4.096855e-01	NaN	NaN	4.096855e-01	1
3163	THBS3	thrombospondin 3	3292	11	0	0	1	0	1	0	2	2	2	1.373268e-01	1	3.560000e-01	4.099743e-01	1
3164	RNF40	ring finger protein 40	3435	37	0	0	2	0	0	0	2	2	2	1.373779e-01	1	8.490000e-01	4.100757e-01	1
3165	FRMD4A	FERM domain containing 4A	3216	167	0	1	1	0	0	0	1	1	1	4.110428e-01	NaN	NaN	4.110428e-01	1
3166	EYA1	eyes absent homolog 1 (Drosophila)	1874	19	0	0	1	0	0	0	1	1	1	4.112492e-01	NaN	NaN	4.112492e-01	1
3167	ATOH1	atonal homolog 1 (Drosophila)	1065	663	0	0	1	0	0	0	1	1	1	4.113143e-01	NaN	NaN	4.113143e-01	1
3168	FLNC	filamin C, gamma (actin binding protein 280)	8366	3	0	0	2	0	0	0	2	2	2	1.380498e-01	1	6.680000e-01	4.114078e-01	1
3169	ABCA2	ATP-binding cassette, sub-family A (ABC1), member 2	7665	33	0	1	1	0	1	0	2	2	2	1.381183e-01	1	9.210000e-01	4.115434e-01	1
3170	RB1CC1	RB1-inducible coiled-coil 1	4873	5	0	0	2	0	0	0	2	2	2	1.382299e-01	1	5.660000e-01	4.117644e-01	1
3171	MEMO1	mediator of cell motility 1	926	1000	0	0	1	0	0	0	1	1	1	4.118935e-01	NaN	NaN	4.118935e-01	1
3172	TBL3	transducin (beta)-like 3	2515	7	0	0	1	0	0	0	1	1	1	4.119290e-01	NaN	NaN	4.119290e-01	1
3173	LRP4	low density lipoprotein receptor-related protein 4	5866	16	0	1	1	0	0	0	1	1	1	4.119912e-01	NaN	NaN	4.119912e-01	1
3174	PRR5L	proline rich 5 like	1139	6	0	1	1	0	0	0	1	1	1	4.124067e-01	NaN	NaN	4.124067e-01	1
3175	FOXP3	forkhead box P3	1340	1000	0	0	1	0	0	0	1	1	1	4.126338e-01	NaN	NaN	4.126338e-01	1
3176	RHOBTB1	Rho-related BTB domain containing 1	2127	61	0	0	1	0	0	0	1	1	1	4.127613e-01	NaN	NaN	4.127613e-01	1
3177	IFT74	intraflagellar transport 74 homolog (Chlamydomonas)	3060	15	0	0	1	0	0	0	1	1	1	4.128171e-01	NaN	NaN	4.128171e-01	1
3178	HHIPL2	HHIP-like 2	2209	365	0	0	1	0	0	0	1	1	1	4.128468e-01	NaN	NaN	4.128468e-01	1
3179	MEFV	Mediterranean fever	2384	110	0	0	1	0	0	0	1	1	1	4.129844e-01	NaN	NaN	4.129844e-01	1
3180	EZH1	enhancer of zeste homolog 1 (Drosophila)	2320	26	0	0	1	0	0	0	1	1	1	4.131878e-01	NaN	NaN	4.131878e-01	1
3181	TARS2	threonyl-tRNA synthetase 2, mitochondrial (putative)	2227	3	0	0	1	0	0	0	1	1	1	4.132396e-01	NaN	NaN	4.132396e-01	1
3182	SCN5A	sodium channel, voltage-gated, type V, alpha subunit	6255	15	0	0	2	0	0	0	2	2	2	1.390224e-01	1	5.670000e-01	4.133303e-01	1
3183	SLC1A6	solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6	1731	120	0	0	1	0	0	0	1	1	1	4.133812e-01	NaN	NaN	4.133812e-01	1
3184	EML4	echinoderm microtubule associated protein like 4	3034	188	1	0	1	0	0	0	1	1	1	4.134515e-01	NaN	NaN	4.134515e-01	1
3185	C2orf42	chromosome 2 open reading frame 42	1757	567	0	0	1	0	0	0	1	1	1	4.136432e-01	NaN	NaN	4.136432e-01	1
3186	TMED4	transmembrane emp24 protein transport domain containing 4	702	870	0	0	1	0	0	0	1	1	1	4.137101e-01	NaN	NaN	4.137101e-01	1
3187	GHSR	growth hormone secretagogue receptor	1180	17	0	1	1	0	0	0	1	1	1	4.141882e-01	NaN	NaN	4.141882e-01	1
3188	HOXA1	homeobox A1	1014	1000	0	0	1	0	0	0	1	1	1	4.149908e-01	NaN	NaN	4.149908e-01	1
3189	KIAA1407	KIAA1407	2875	79	0	0	1	0	0	0	1	1	1	4.152108e-01	NaN	NaN	4.152108e-01	1
3190	MYO16	myosin XVI	5713	15	0	0	3	0	0	0	3	3	3	1.403412e-01	1	3.470000e-01	4.159262e-01	1
3191	MTTP	microsomal triglyceride transfer protein	2756	61	0	1	1	0	0	0	1	1	1	4.161703e-01	NaN	NaN	4.161703e-01	1
3192	PER1	period homolog 1 (Drosophila)	3957	3	0	0	1	0	0	0	1	1	1	4.162347e-01	NaN	NaN	4.162347e-01	1
3193	ACOT2	acyl-CoA thioesterase 2	1460	615	0	0	1	0	0	0	1	1	1	4.162532e-01	NaN	NaN	4.162532e-01	1
3194	IL21	interleukin 21	509	1000	0	0	1	0	0	0	1	1	1	4.163716e-01	NaN	NaN	4.163716e-01	1
3195	SDAD1	SDA1 domain containing 1	2148	6	0	0	1	0	0	0	1	1	1	4.164310e-01	NaN	NaN	4.164310e-01	1
3196	PRKG1	protein kinase, cGMP-dependent, type I	4052	10	0	0	2	0	0	0	2	2	2	1.406081e-01	1	2.720000e-01	4.164500e-01	1
3197	CORO2B	coronin, actin binding protein, 2B	1489	103	0	0	1	0	0	0	1	1	1	4.165396e-01	NaN	NaN	4.165396e-01	1
3198	TANC1	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1	5691	15	0	0	1	0	0	0	1	1	1	4.167828e-01	NaN	NaN	4.167828e-01	1
3199	CNTNAP5	contactin associated protein-like 5	4013	1	0	0	1	0	0	0	1	1	1	4.169265e-01	NaN	NaN	4.169265e-01	1
3200	SIK1	salt-inducible kinase 1	2404	126	0	0	1	0	0	0	1	1	1	4.169810e-01	NaN	NaN	4.169810e-01	1
3201	COL4A3	collagen, type IV, alpha 3 (Goodpasture antigen)	5291	36	0	0	1	0	0	0	1	1	1	4.170052e-01	NaN	NaN	4.170052e-01	1
3202	C3	complement component 3	5156	0	0	0	1	0	0	0	1	1	1	4.172443e-01	NaN	NaN	4.172443e-01	1
3203	GRB14	growth factor receptor-bound protein 14	1675	591	0	0	1	0	0	0	1	1	1	4.172549e-01	NaN	NaN	4.172549e-01	1
3204	DTNA	dystrobrevin, alpha	2407	1	0	0	1	1	0	0	2	2	2	1.410263e-01	1	6.860000e-01	4.172698e-01	1
3205	CUBN	cubilin (intrinsic factor-cobalamin receptor)	11138	19	1	1	8	0	1	0	9	8	9	1.412410e-01	1	4.640000e-01	4.176902e-01	1
3206	NIN	ninein (GSK3B interacting protein)	6664	104	0	1	0	1	0	0	1	1	1	4.179069e-01	NaN	NaN	4.179069e-01	1
3207	DOCK6	dedicator of cytokinesis 6	6334	25	0	1	1	0	0	0	1	1	1	4.180114e-01	NaN	NaN	4.180114e-01	1
3208	KCNQ2	potassium voltage-gated channel, KQT-like subfamily, member 2	2747	17	0	2	1	0	0	0	1	1	1	4.186625e-01	NaN	NaN	4.186625e-01	1
3209	SYNGR2	synaptogyrin 2	689	1000	0	0	1	0	0	0	1	1	1	4.186991e-01	NaN	NaN	4.186991e-01	1
3210	GPC5	glypican 5	1747	51	0	1	1	0	0	0	1	1	1	4.187068e-01	NaN	NaN	4.187068e-01	1
3211	ITGA9	integrin, alpha 9	3218	33	0	2	2	0	0	0	2	2	2	1.417874e-01	1	4.490000e-01	4.187586e-01	1
3212	WNK1	WNK lysine deficient protein kinase 1	8759	2	0	0	3	0	0	0	3	3	3	2.461310e-01	1	5.280000e-01	4.192082e-01	1
3213	GUCY2F	guanylate cyclase 2F, retinal	3402	106	0	1	1	0	0	0	1	1	1	4.192306e-01	NaN	NaN	4.192306e-01	1
3214	COG8	component of oligomeric golgi complex 8	2337	11	0	0	1	0	0	0	1	1	1	4.192485e-01	NaN	NaN	4.192485e-01	1
3215	KSR1	kinase suppressor of ras 1	2362	2	0	0	2	0	0	0	2	2	2	1.420393e-01	1	9.200000e-01	4.192505e-01	1
3216	PAX3	paired box 3	1677	0	0	0	1	0	0	0	1	1	1	4.193435e-01	NaN	NaN	4.193435e-01	1
3217	BCOR	BCL6 co-repressor	5324	9	0	3	3	0	0	0	3	3	3	2.650243e-01	1	4.820000e-01	4.197943e-01	1
3218	DPP10	dipeptidyl-peptidase 10	2662	47	0	0	0	1	0	0	1	1	1	4.199133e-01	NaN	NaN	4.199133e-01	1
3219	MPHOSPH9	M-phase phosphoprotein 9	3172	22	0	0	2	0	0	0	2	2	2	1.424049e-01	1	7.980000e-01	4.199635e-01	1
3220	TMEM161A	transmembrane protein 161A	1486	5	0	1	1	0	0	0	1	1	1	4.200939e-01	NaN	NaN	4.200939e-01	1
3221	KANK2	KN motif and ankyrin repeat domains 2	2631	195	0	1	1	0	0	0	1	1	1	4.202053e-01	NaN	NaN	4.202053e-01	1
3222	CRYBB3	crystallin, beta B3	656	862	0	0	0	0	0	1	1	1	1	4.206012e-01	NaN	NaN	4.206012e-01	1
3223	ZFHX3	zinc finger homeobox 3	11148	4	0	0	1	0	0	0	1	1	1	4.211808e-01	NaN	NaN	4.211808e-01	1
3224	COL4A2	collagen, type IV, alpha 2	5327	1	0	0	1	0	0	0	1	1	1	4.212517e-01	NaN	NaN	4.212517e-01	1
3225	MBD1	methyl-CpG binding domain protein 1	3050	11	0	0	1	0	0	0	1	1	1	4.214291e-01	NaN	NaN	4.214291e-01	1
3226	SRC	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	1655	17	0	0	1	0	0	0	1	1	1	4.214597e-01	NaN	NaN	4.214597e-01	1
3227	PDZRN4	PDZ domain containing RING finger 4	3220	99	0	0	1	0	0	0	1	1	1	4.218005e-01	NaN	NaN	4.218005e-01	1
3228	PMS2	PMS2 postmeiotic segregation increased 2 (S. cerevisiae)	2724	176	0	1	1	0	0	0	1	1	1	4.220406e-01	NaN	NaN	4.220406e-01	1
3229	LIMK1	LIM domain kinase 1	2004	33	0	0	1	0	0	0	1	1	1	4.225986e-01	NaN	NaN	4.225986e-01	1
3230	INTS2	integrator complex subunit 2	3713	548	0	1	1	0	0	0	1	1	1	4.226445e-01	NaN	NaN	4.226445e-01	1
3231	OR10G2	olfactory receptor, family 10, subfamily G, member 2	932	937	0	0	1	0	0	0	1	1	1	4.226500e-01	NaN	NaN	4.226500e-01	1
3232	TAP2	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)	2294	407	0	1	1	0	0	0	1	1	1	4.228952e-01	NaN	NaN	4.228952e-01	1
3233	PASK	PAS domain containing serine/threonine kinase	4058	25	0	1	1	0	0	0	1	1	1	4.231450e-01	NaN	NaN	4.231450e-01	1
3234	ARHGAP20	Rho GTPase activating protein 20	3632	8	0	0	1	0	0	0	1	1	1	4.231697e-01	NaN	NaN	4.231697e-01	1
3235	ACSM2B	acyl-CoA synthetase medium-chain family member 2B	1786	16	0	0	1	0	0	0	1	1	1	4.232794e-01	NaN	NaN	4.232794e-01	1
3236	SOX6	SRY (sex determining region Y)-box 6	2637	47	0	0	1	0	0	0	1	1	1	4.233029e-01	NaN	NaN	4.233029e-01	1
3237	KCNQ3	potassium voltage-gated channel, KQT-like subfamily, member 3	2675	10	0	0	1	0	0	0	1	1	1	4.236753e-01	NaN	NaN	4.236753e-01	1
3238	CDH5	cadherin 5, type 2, VE-cadherin (vascular epithelium)	2399	166	0	1	1	0	0	0	1	1	1	4.237032e-01	NaN	NaN	4.237032e-01	1
3239	LPCAT2	lysophosphatidylcholine acyltransferase 2	2339	7	0	0	1	0	0	0	1	1	1	4.238271e-01	NaN	NaN	4.238271e-01	1
3240	SOBP	sine oculis binding protein homolog (Drosophila)	2646	18	0	1	1	0	0	0	1	1	1	4.242367e-01	NaN	NaN	4.242367e-01	1
3241	MKS1	Meckel syndrome, type 1	1804	29	0	0	1	0	0	0	1	1	1	4.242406e-01	NaN	NaN	4.242406e-01	1
3242	MYH6	myosin, heavy chain 6, cardiac muscle, alpha (cardiomyopathy, hypertrophic 1)	5970	2	0	0	1	0	0	0	1	1	1	4.244667e-01	NaN	NaN	4.244667e-01	1
3243	ACTRT1	actin-related protein T1	1131	815	0	0	1	0	0	0	1	1	1	4.250197e-01	NaN	NaN	4.250197e-01	1
3244	PRSS12	protease, serine, 12 (neurotrypsin, motopsin)	2678	184	0	0	1	0	0	0	1	1	1	4.251492e-01	NaN	NaN	4.251492e-01	1
3245	FAM120A	family with sequence similarity 120A	3534	1	0	0	1	0	0	0	1	1	1	4.251674e-01	NaN	NaN	4.251674e-01	1
3246	ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3	4763	35	0	0	1	0	0	0	1	1	1	4.251875e-01	NaN	NaN	4.251875e-01	1
3247	DYSF	dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)	6716	3	0	0	1	0	0	0	1	1	1	4.254471e-01	NaN	NaN	4.254471e-01	1
3248	MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1	2690	20	0	0	2	0	0	0	2	2	2	1.453982e-01	1	6.420000e-01	4.257665e-01	1
3249	GTDC1	glycosyltransferase-like domain containing 1	1413	664	0	0	1	0	0	0	1	1	1	4.258357e-01	NaN	NaN	4.258357e-01	1
3250	CEP135	centrosomal protein 135kDa	3523	93	0	0	1	0	0	0	1	1	1	4.261973e-01	NaN	NaN	4.261973e-01	1
